0002c876-9782-497e-a3c6-c39a2bbf0f61,2022-11-30 15:09:21.6563955,2022-12-07 15:09:21.6563955,285.3,2882541e-7927-4b7d-8ce8-a831d6176218,3ef10d68-c1c7-4e88-a50d-9fffe8369a27,Approved,Pending,93e6f036-b313-4c2e-a9aa-84a82d2324cd,NULL,2022-12-10 15:09:21.6563955,(966)094-6253,0785 Esteban Spur,East Kristianberg,Uruguay,gg79 5su,Elnora Rutherford,0de42773-79be-47ad-8441-fe3ab5cdd630
0023f617-9207-4ec8-b6a0-f6106a8c6695,2022-11-30 15:09:19.8450790,2022-12-07 15:09:19.8450790,402.3,634643b5-638d-4f45-9f3c-6c60abf51252,7985fd2e-f7f6-41a5-9c6b-b09022dbc354,Created,Pending,580b1b13-f2a9-43e7-b24f-0ad51f359984,NULL,2022-12-10 15:09:19.8450790,1-665-930-9328 x745,898 Pacocha Villages,North Yoshiko,Canada,kx8 0ax,Crystal Kohler,08f333bd-0f92-4298-8af4-0dd4fc97d7d3
0034c1ed-7247-4da3-a4bd-925cc716659a,2022-11-28 15:09:23.4115285,2022-12-05 15:09:23.4115285,172.8,cb6377af-cb40-4f12-b349-6da0e6323b65,8cabf805-a7e3-4035-bd20-622bfd90e56c,Approved,Pending,ce2c884f-5f64-47b6-a90f-fc24eaa99252,NULL,2022-12-08 15:09:23.4115285,718-779-0643,5980 Deonte Mountains,North Tina,Chile,hm19 6os,Gardner Davis,1179ba12-1666-4273-8a61-202adfac96d9
00421db9-00f8-4ce8-8926-54292e780ce6,2022-11-30 15:09:26.2058951,2022-12-07 15:09:26.2058951,598.5,d93681f0-5214-4743-b70a-fc3370521d33,8dd338e3-51d0-42d5-b29c-6efc362d0b73,Created,Pending,9a9c1c9a-3b13-4445-9931-d90a29c3f12d,NULL,2022-12-10 15:09:26.2058951,102-331-5801 x728,060 Franecki Way,Hudsonmouth,San Marino,ez18 6vw,Enoch Ritchie,16277418-d7a3-4631-8d51-0502ab87de46
0065eca5-12e1-427b-b570-7cbfb0ebc7ee,2022-11-28 15:09:26.1108010,2022-12-05 15:09:26.1108010,344.7,ecdfa665-bef0-4efe-ae67-42dfa828e50a,34660394-3fdd-44f9-a236-ecd31995238e,Shipped,Pending,89167ff9-7676-417e-b5ea-3c65ed83f76a,NULL,2022-12-08 15:09:26.1108010,(043)928-9843 x94723,781 Sawayn Causeway,Baumbachfort,Gambia,kh39 3rf,Ofelia Sipes I,15f5f50d-7747-4380-828f-084a07c189dd
0066bb67-5ff0-42b4-b899-be1db0f6a897,2022-11-25 15:09:26.3209671,2022-12-02 15:09:26.3209671,137.75,4059dded-af58-4c7e-9432-61ae9ec9c2c8,86ca166a-9d2a-4b57-8d33-5ff196b2be9d,Shipped,Pending,9ef8ac86-9a56-440c-afd1-6c99a81728f9,NULL,2022-12-05 15:09:26.3209671,(282)808-0322 x84519,09047 Ernser Crossroad,West Virgiebury,Bolivia,wl3 0fc,Nella Emard DDS,1694d3b3-e47a-4cea-9a22-383b4a8e4f0a
00996775-a34c-4991-9c63-52f6f83a10e1,2022-12-03 15:09:26.0141470,2022-12-10 15:09:26.0141470,673.55,dff71bf8-50f0-4e8d-8385-c9a84296cd42,113feeae-cb16-452c-bc45-16086673519c,Created,Pending,a278c41b-2fed-42b0-a7b5-a7baf9f06edb,NULL,2022-12-13 15:09:26.0141470,997-307-3708 x81026,46377 Rohan Tunnel,Meghanton,Benin,ke2 5ti,Rico Wolff,15d277ed-c4ab-42f9-b185-f1f03f43fe1b
00abff6b-72e4-47c4-9934-46fb24e984e4,2022-12-01 15:09:21.9868560,2022-12-08 15:09:21.9868560,192,2af50985-7457-4512-8320-5eef0c29f91f,b97cfe79-7bd4-4de5-b703-c125b9af3d50,Created,Pending,5df5a657-828f-4fdd-b8a5-cf236c1f5907,NULL,2022-12-11 15:09:21.9868560,1-771-474-6760,78164 Ullrich Mountains,Mantetown,Nepal,es9 6vl,Augusta Kshlerin,0ef14407-f3df-4bc7-b52e-ce1ff4279af0
00afe23e-52e9-487a-a48c-d4b4ccce7834,2022-11-27 15:09:18.8651562,2022-12-04 15:09:18.8651562,402.3,17998b3d-077e-48dd-9674-a1786f90ba20,8fbcea65-5dbb-4f77-aa0f-42f0e692cb46,Approved,Pending,5f592b6c-dadd-4e81-bf86-e580c62a8dc9,NULL,2022-12-07 15:09:18.8651562,1-045-432-6918 x8707,554 Eladio Club,Feilmouth,British Indian Ocean Territory (Chagos Archipelago),qb76 5pw,Reta Schroeder,02ee4b1d-1af2-408c-acab-858fd916ffe1
00cf831d-66a7-4c22-8d2e-e95ed871737d,2022-11-26 15:09:27.5202249,2022-12-03 15:09:27.5202249,244.8,9c62599e-1df0-4f64-8cf9-60be58b5adcb,9d78d707-6d41-43b2-a13f-654b21514eb3,Created,Pending,12433585-1469-45ca-bbe5-f0ae3f5b5779,NULL,2022-12-06 15:09:27.5202249,812.975.3931 x947,680 Freda Lock,Port Aleneborough,Benin,vu3 3jp,Terence Harber,18402b35-270f-40aa-9811-eeb9b2f29891
